Dataset,Retriever,Question,Gold Answer,LLM Answer,Retrieved Context Preview,TopK,Mean Retrieval Score,Retrieval Hit@K,Exact Match,F1,BLEU,ROUGE-L,Semantic Similarity,Num Claims,Supported Claims,Unsupported Claims,Contradicted Claims,Faithfulness,Extrinsic Hallucination Rate,Intrinsic Hallucination Rate,Hallucination Rate,Step Time Sec
v1,dpr_v1+LLM,What venue did Super Bowl 50 take place in?,Levi's Stadium,"The Super Bowl was held in the San Francisco Bay Area in the early 2000s. The stadium was built in the early 2000s, and the stadium was renovated in the early 2000s. The stadium was renovated in the early 2000s, and the stadium was renovated in the early 2000s. The","On May 21, 2013, NFL owners at their spring meetings in Boston voted and awarded the game to Levi's Stadium. The $1.2 billion stadium opened in 2014. It is the first Super Bowl held in the San Francisco Bay Area since Super Bowl XIX in 1985, and the first in California since Super Bowl XXXVII took place in San Diego in 2003. Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champ",5,0.6396078824996948,1,0,0.038461538461538464,0.0,0.03773584905660377,0.3717981,4,0,3,1,0.0,0.75,0.25,1.0,1.0289757251739502
v1,hybrid_v1+LLM,What venue did Super Bowl 50 take place in?,Levi's Stadium,"The Super Bowl 50 was held in the San Francisco Bay Area at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California. The stadium opened in 2014. The stadium is the first Super Bowl in the Bay Area since Super Bowl XXXVII took place in San Diego in 2003. The stadium","CBS broadcast Super Bowl 50 in the U.S., and charged an average of $5 million for a 30-second commercial during the game. The Super Bowl 50 halftime show was headlined by the British rock group Coldplay with special guest performers Beyoncé and Bruno Mars, who headlined the Super Bowl XLVII and Super Bowl XLVIII halftime shows, respectively. It was the third-most watched U.S. broadcast ever. On May 21, 2013, NFL owners at their spring meetings in Boston voted and awarded the game to Levi's Stadi",5,0.8877230161715352,1,0,0.07142857142857142,1.2517615598307574,0.10344827586206896,0.5162857,3,3,0,0,1.0,0.0,0.0,0.0,0.9577748775482178
v1,bm25_v1+LLM,What city did Super Bowl 50 take place in?,Santa Clara,"The Super Bowl 50 was held in the city of San Francisco, California, on June 4, 2014. The Super Bowl 50 was held in the Bay Area, and was hosted by the NFL. The Super Bowl 50 was the first Super Bowl to be held in the Bay Area. The Super Bowl 50","CBS broadcast Super Bowl 50 in the U.S., and charged an average of $5 million for a 30-second commercial during the game. The Super Bowl 50 halftime show was headlined by the British rock group Coldplay with special guest performers Beyoncé and Bruno Mars, who headlined the Super Bowl XLVII and Super Bowl XLVIII halftime shows, respectively. It was the third-most watched U.S. broadcast ever. The Super Bowl 50 Host Committee has vowed to be ""the most giving Super Bowl ever"", and will dedicate 25 ",5,21.273147950884265,0,0,0.0,0.0,0.0,0.2675049,5,0,4,1,0.0,0.8,0.2,1.0,1.0952301025390625
v1,dpr_v1+LLM,What city did Super Bowl 50 take place in?,Santa Clara,San Francisco.,"Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super Bowl title. The game was played on February 7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California. As this was the 50th Super Bowl, the league emphasized the ""golden anniv",5,0.6218424201011657,1,0,0.0,0.0,0.0,0.63204205,0,0,0,0,0.0,0.0,0.0,0.0,0.708258867263794
v1,hybrid_v1+LLM,What city did Super Bowl 50 take place in?,Santa Clara,"San Francisco, California.","CBS broadcast Super Bowl 50 in the U.S., and charged an average of $5 million for a 30-second commercial during the game. The Super Bowl 50 halftime show was headlined by the British rock group Coldplay with special guest performers Beyoncé and Bruno Mars, who headlined the Super Bowl XLVII and Super Bowl XLVIII halftime shows, respectively. It was the third-most watched U.S. broadcast ever. Super Bowl 50 was an American football game to determine the champion of the National Football League (NF",5,0.8769968765581181,1,0,0.0,0.0,0.0,0.58506775,1,0,1,0,0.0,1.0,0.0,1.0,0.7905483245849609
v1,bm25_v1+LLM,"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L,Roman numerals are used in Super Bowl 50.,"On June 4, 2014, the NFL announced that the practice of branding Super Bowl games with Roman numerals, a practice established at Super Bowl V, would be temporarily suspended, and that the game would be named using Arabic numerals as Super Bowl 50 as opposed to Super Bowl L. The use of Roman numerals will be reinstated for Super Bowl LI. Jaime Weston, the league's vice president of brand and creative, explained that a primary reason for the change was the difficulty of designing an aesthetically ",5,28.385196370367215,1,0,0.36363636363636365,9.535414040914189,0.36363636363636365,0.49902117,1,0,0,1,0.0,0.0,1.0,1.0,0.783642053604126
v1,dpr_v1+LLM,"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L,Roman numerals are used in Super Bowl 50.,"On June 4, 2014, the NFL announced that the practice of branding Super Bowl games with Roman numerals, a practice established at Super Bowl V, would be temporarily suspended, and that the game would be named using Arabic numerals as Super Bowl 50 as opposed to Super Bowl L. The use of Roman numerals will be reinstated for Super Bowl LI. Jaime Weston, the league's vice president of brand and creative, explained that a primary reason for the change was the difficulty of designing an aesthetically ",5,0.5426341712474823,1,0,0.36363636363636365,9.535414040914189,0.36363636363636365,0.49902117,1,0,0,1,0.0,0.0,1.0,1.0,0.8095598220825195
v1,hybrid_v1+LLM,"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L,Roman numerals are used in Super Bowl 50.,"On June 4, 2014, the NFL announced that the practice of branding Super Bowl games with Roman numerals, a practice established at Super Bowl V, would be temporarily suspended, and that the game would be named using Arabic numerals as Super Bowl 50 as opposed to Super Bowl L. The use of Roman numerals will be reinstated for Super Bowl LI. Jaime Weston, the league's vice president of brand and creative, explained that a primary reason for the change was the difficulty of designing an aesthetically ",5,0.781251956666172,1,0,0.36363636363636365,9.535414040914189,0.36363636363636365,0.49902117,1,0,0,1,0.0,0.0,1.0,1.0,0.8175430297851562
v1,bm25_v1+LLM,Super Bowl 50 decided the NFL champion for what season?,2015,"The Super Bowl 50 Host Committee and the NFL have openly sought disabled veteran and lesbian, gay, bisexual and transgender-owned businesses in Business Connect, the Super Bowl program that provides local companies with contracting opportunities in and around the Super Bowl. The host committee has already raised over $40 million through sponsors including","Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super Bowl title. The game was played on February 7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California. As this was the 50th Super Bowl, the league emphasized the ""golden anniv",5,30.852154910499912,1,0,0.0,0.0,0.0,0.045015067,6,1,1,4,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.8333333333333334,1.2758524417877197
v1,dpr_v1+LLM,Super Bowl 50 decided the NFL champion for what season?,2015,"The Super Bowl was a ""golden anniversary"" event. The NFL was founded in 1995 and the league was founded in 2000. The league was founded in 1995 and the league was founded in 2000. The league was founded in 1995 and the league was founded in 2000. The league was founded in 1995","Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super Bowl title. The game was played on February 7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California. As this was the 50th Super Bowl, the league emphasized the ""golden anniv",5,0.6059083700180053,1,0,0.0,0.0,0.0,0.11841088,4,0,1,3,0.0,0.25,0.75,1.0,1.0283856391906738
v1,hybrid_v1+LLM,Super Bowl 50 decided the NFL champion for what season?,2015,The Super Bowl 50 was the first Super Bowl to be held in the United States. The Super Bowl 50 was the first Super Bowl to be held in the United States. The Super Bowl 50 was the first Super Bowl to be held in the United States. The Super Bowl 50 was the first Super Bowl,"Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super Bowl title. The game was played on February 7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California. As this was the 50th Super Bowl, the league emphasized the ""golden anniv",5,0.83292539365955,1,0,0.0,0.0,0.0,-0.009174656,2,0,0,2,0.0,0.0,1.0,1.0,0.9117064476013184
v1,bm25_v1+LLM,What year did the Denver Broncos secure a Super Bowl title for the third time?,2015,The Super Bowl was won by the Denver Broncos in Super Bowl XLVIII. The Broncos won the game by a score of 1–1. The Broncos won the game by a score of 1–0. The Broncos won the game by a score of 1–0. The Broncos won the game,"For the third straight season, the number one seeds from both conferences met in the Super Bowl. The Carolina Panthers became one of only ten teams to have completed a regular season with only one loss, and one of only six teams to have acquired a 15–1 record, while the Denver Broncos became one of four teams to have made eight appearances in the Super Bowl. The Broncos made their second Super Bowl appearance in three years, having reached Super Bowl XLVIII, while the Panthers made their second ",5,38.244244102883826,1,0,0.0,0.0,0.0,0.038292162,4,1,0,3,0.25,0.0,0.75,0.75,1.3272886276245117
v1,dpr_v1+LLM,What year did the Denver Broncos secure a Super Bowl title for the third time?,2015,"The Broncos were in the AFC Championship Game, and they won. They were in the NFC Championship Game, and they won. They were in the NFC Championship Game, and they won. They were in the NFC Championship Game, and they won. They were in the NFC Championship Game, and they won","The Broncos took an early lead in Super Bowl 50 and never trailed. Newton was limited by Denver's defense, which sacked him seven times and forced him into three turnovers, including a fumble which they recovered for a touchdown. Denver linebacker Von Miller was named Super Bowl MVP, recording five solo tackles, 2½ sacks, and two forced fumbles. The Panthers finished the regular season with a 15–1 record, and quarterback Cam Newton was named the NFL Most Valuable Player (MVP). They defeated the ",5,0.6315077662467956,1,0,0.0,0.0,0.0,0.11407827,2,0,0,2,0.0,0.0,1.0,1.0,0.988396406173706
v1,hybrid_v1+LLM,What year did the Denver Broncos secure a Super Bowl title for the third time?,2015,"The Super Bowl was held on February 7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California. The Super Bowl was played on February 7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California. The Super Bowl was played on","For the third straight season, the number one seeds from both conferences met in the Super Bowl. The Carolina Panthers became one of only ten teams to have completed a regular season with only one loss, and one of only six teams to have acquired a 15–1 record, while the Denver Broncos became one of four teams to have made eight appearances in the Super Bowl. The Broncos made their second Super Bowl appearance in three years, having reached Super Bowl XLVIII, while the Panthers made their second ",5,0.9078624179664757,1,0,0.0,0.0,0.0,0.09728083,3,2,1,0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,1.1462934017181396
v1,bm25_v1+LLM,What city did Super Bowl 50 take place in?,Santa Clara,"The Super Bowl 50 was held in the city of San Francisco, California, on June 4, 2014. The Super Bowl 50 was held in the Bay Area, and was hosted by the NFL. The Super Bowl 50 was the first Super Bowl to be held in the Bay Area. The Super Bowl 50","CBS broadcast Super Bowl 50 in the U.S., and charged an average of $5 million for a 30-second commercial during the game. The Super Bowl 50 halftime show was headlined by the British rock group Coldplay with special guest performers Beyoncé and Bruno Mars, who headlined the Super Bowl XLVII and Super Bowl XLVIII halftime shows, respectively. It was the third-most watched U.S. broadcast ever. The Super Bowl 50 Host Committee has vowed to be ""the most giving Super Bowl ever"", and will dedicate 25 ",5,21.273147950884265,0,0,0.0,0.0,0.0,0.2675049,5,0,4,1,0.0,0.8,0.2,1.0,1.0914068222045898
v1,dpr_v1+LLM,What city did Super Bowl 50 take place in?,Santa Clara,San Francisco.,"Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super Bowl title. The game was played on February 7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California. As this was the 50th Super Bowl, the league emphasized the ""golden anniv",5,0.6218424201011657,1,0,0.0,0.0,0.0,0.63204205,0,0,0,0,0.0,0.0,0.0,0.0,0.7062759399414062
v1,hybrid_v1+LLM,What city did Super Bowl 50 take place in?,Santa Clara,"San Francisco, California.","CBS broadcast Super Bowl 50 in the U.S., and charged an average of $5 million for a 30-second commercial during the game. The Super Bowl 50 halftime show was headlined by the British rock group Coldplay with special guest performers Beyoncé and Bruno Mars, who headlined the Super Bowl XLVII and Super Bowl XLVIII halftime shows, respectively. It was the third-most watched U.S. broadcast ever. Super Bowl 50 was an American football game to determine the champion of the National Football League (NF",5,0.8769968765581181,1,0,0.0,0.0,0.0,0.58506775,1,0,1,0,0.0,1.0,0.0,1.0,0.7894911766052246
v1,bm25_v1+LLM,What stadium did Super Bowl 50 take place in?,Levi's Stadium,"The Super Bowl 50 was held at Levi's Stadium in San Francisco, California, on February 7, 2016. The stadium opened in 2014. The stadium was the first Super Bowl in the San Francisco Bay Area since Super Bowl XXXVII took place in 1985. The Super Bowl XLVII was the first in","On May 21, 2013, NFL owners at their spring meetings in Boston voted and awarded the game to Levi's Stadium. The $1.2 billion stadium opened in 2014. It is the first Super Bowl held in the San Francisco Bay Area since Super Bowl XIX in 1985, and the first in California since Super Bowl XXXVII took place in San Diego in 2003. Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champ",5,23.766705126187702,1,0,0.07547169811320754,1.2743248999128778,0.1090909090909091,0.53875095,4,1,0,3,0.25,0.0,0.75,0.75,1.08103609085083
v1,dpr_v1+LLM,What stadium did Super Bowl 50 take place in?,Levi's Stadium,"The Super Bowl was held in the San Francisco Bay Area in the early 2000s. The stadium was built in the early 2000s, and the stadium was renovated in the early 2000s. The stadium was renovated in the early 2000s, and the stadium was renovated in the early 2000s. The","Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super Bowl title. The game was played on February 7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California. As this was the 50th Super Bowl, the league emphasized the ""golden anniv",5,0.652418315410614,1,0,0.038461538461538464,0.0,0.03773584905660377,0.3717981,4,0,2,2,0.0,0.5,0.5,1.0,1.0297002792358398
v1,hybrid_v1+LLM,What stadium did Super Bowl 50 take place in?,Levi's Stadium,"The Super Bowl 50 was held in the San Francisco Bay Area in the early 2000s. The stadium was built in the San Francisco Bay Area in the early 2000s, and was the first Super Bowl in the Bay Area since Super Bowl XXXVII in 1985. The stadium was built in the San Francisco","On May 21, 2013, NFL owners at their spring meetings in Boston voted and awarded the game to Levi's Stadium. The $1.2 billion stadium opened in 2014. It is the first Super Bowl held in the San Francisco Bay Area since Super Bowl XIX in 1985, and the first in California since Super Bowl XXXVII took place in San Diego in 2003. Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champ",5,0.8921722611435067,1,0,0.03571428571428571,0.0,0.03508771929824561,0.32319403,4,1,1,2,0.25,0.25,0.5,0.75,1.1073813438415527
v1,bm25_v1+LLM,What was the final score of Super Bowl 50? ,24–10,"The score was the same as the previous Super Bowl, with the exception of the first down conversion. The score was the same as the previous Super Bowl, with the exception of the first down conversion. The score was the same as the previous Super Bowl, with the exception of the first down conversion.","In honor of the 50th Super Bowl, the pregame ceremony featured the on-field introduction of 39 of the 43 previous Super Bowl Most Valuable Players. Bart Starr (MVP of Super Bowls I and II) and Chuck Howley (MVP of Super Bowl V) appeared via video, while Peyton Manning (MVP of Super Bowl XLI and current Broncos quarterback) was shown in the locker room preparing for the game. No plans were announced regarding the recognition of Harvey Martin, co-MVP of Super Bowl XII, who died in 2001. CBS set th",5,23.413912570506913,0,0,0.0,0.0,0.0,0.19395804,1,0,0,1,0.0,0.0,1.0,1.0,0.8424088954925537
v1,dpr_v1+LLM,What was the final score of Super Bowl 50? ,24–10,The score was tied at 10:30.,"Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super Bowl title. The game was played on February 7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California. As this was the 50th Super Bowl, the league emphasized the ""golden anniv",5,0.5763829469680786,1,0,0.0,0.0,0.22222222222222224,0.47653404,1,0,0,1,0.0,0.0,1.0,1.0,0.8077504634857178
v1,hybrid_v1+LLM,What was the final score of Super Bowl 50? ,24–10,The score was the following:,"Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super Bowl title. The game was played on February 7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California. As this was the 50th Super Bowl, the league emphasized the ""golden anniv",5,0.9034009836080802,1,0,0.0,0.0,0.0,0.43184495,1,0,1,0,0.0,1.0,0.0,1.0,0.8549811840057373
