Dataset,Retriever,Question,Gold Answer,LLM Answer,Claim,Claim Label,Entailment Score,Contradiction Score,Evidence Preview
v1,bm25_v1+LLM,What was the theme of Super Bowl 50?,"""golden anniversary""","Super Bowl 50 was a celebration of the Super Bowl, and the Super Bowl was a celebration of the Super Bowl. The Super Bowl was a celebration of the Super Bowl. The Super Bowl was a celebration of the Super Bowl. The Super Bowl was a celebration of the Super Bowl. The Super Bowl was",the Super Bowl was a celebration of the Super Bowl.,unsupported,0.3651527762413025,0.5009708404541016,
v1,bm25_v1+LLM,What was the theme of Super Bowl 50?,"""golden anniversary""","Super Bowl 50 was a celebration of the Super Bowl, and the Super Bowl was a celebration of the Super Bowl. The Super Bowl was a celebration of the Super Bowl. The Super Bowl was a celebration of the Super Bowl. The Super Bowl was a celebration of the Super Bowl. The Super Bowl was",The Super Bowl was,contradicted,0.14750175178050995,0.6392824649810791,"temporarily suspended, and that the game would be named using Arabic numerals as Super Bowl 50 as opposed to Super Bowl L. The use of Roman numerals will be reinstated for Super Bowl LI. Jaime Weston, the league's vice president of brand and creative, explained that a primary reason for the change w"
v1,dpr_v1+LLM,What was the theme of Super Bowl 50?,"""golden anniversary""","Super Bowl 50 was a celebration of the 50th anniversary of the NFL's first Super Bowl. The game was played on February 7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California. As this was the 50th Super Bowl, the league emphasized the ""gold",Super Bowl 50 was a celebration of the 50th anniversary of the NFL's first Super Bowl.,unsupported,0.034050144255161285,0.3414357602596283,
v1,dpr_v1+LLM,What was the theme of Super Bowl 50?,"""golden anniversary""","Super Bowl 50 was a celebration of the 50th anniversary of the NFL's first Super Bowl. The game was played on February 7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California. As this was the 50th Super Bowl, the league emphasized the ""gold","The game was played on February 7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",supported,0.7687143683433533,0.0021047601476311684,Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super B
v1,dpr_v1+LLM,What was the theme of Super Bowl 50?,"""golden anniversary""","Super Bowl 50 was a celebration of the 50th anniversary of the NFL's first Super Bowl. The game was played on February 7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California. As this was the 50th Super Bowl, the league emphasized the ""gold","As this was the 50th Super Bowl, the league emphasized the ""gold",supported,0.9937438368797302,0.0558144748210907,Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super B
v1,hybrid_v1+LLM,What was the theme of Super Bowl 50?,"""golden anniversary""","The theme of Super Bowl 50 was the ""golden anniversary"" with various gold-themed initiatives, as well as temporarily suspending the tradition of naming each Super Bowl game with Roman numerals (under which the game would have been known as ""Super Bowl L""), so that the logo could prominently feature the","The theme of Super Bowl 50 was the ""golden anniversary"" with various gold-themed initiatives, as well as temporarily suspending the tradition of naming each Super Bowl game with Roman numerals (under which the game would have been known as ""Super Bowl L""), so that the logo could prominently feature the",supported,0.9412648677825928,0.05015590786933899,Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super B
v1,bm25_v1+LLM,What does AFC stand for?,American Football Conference,The AFC stands for the AFC.,The AFC stands for the AFC.,supported,0.6320734024047852,0.5779126882553101,"white jerseys, but they are 0-4 in Super Bowls when wearing orange jerseys, losing in Super Bowl XII, XXII, XXIV, and XLVIII. The only other AFC champion team to have worn white as the designated home team in the Super Bowl was the Pittsburgh Steelers; they defeated the Seattle Seahawks 21–10 in Sup"
v1,dpr_v1+LLM,What does AFC stand for?,American Football Conference,The AFC stands for the AFC North. The AFC North is the North American Football Conference (NAFC). The North is the North American Football Conference (NAFC). The North is the North American Football Conference (NAFC). The North is the North American Football Conference (NAFC). The North is,The AFC stands for the AFC North.,contradicted,0.011612647213041782,0.9878228902816772,"a new logo based on the seal of the Federal Communications Commission, with the letters ""ABC"" enclosed in a circular shield surmounted by the bald eagle. In 1957, just before the television network began its first color broadcasts, the ABC logo consisted of a tiny lowercase ""abc"" in the center of a "
v1,dpr_v1+LLM,What does AFC stand for?,American Football Conference,The AFC stands for the AFC North. The AFC North is the North American Football Conference (NAFC). The North is the North American Football Conference (NAFC). The North is the North American Football Conference (NAFC). The North is the North American Football Conference (NAFC). The North is,The AFC North is the North American Football Conference (NAFC).,contradicted,0.013248256407678127,0.9931830763816833,"a new logo based on the seal of the Federal Communications Commission, with the letters ""ABC"" enclosed in a circular shield surmounted by the bald eagle. In 1957, just before the television network began its first color broadcasts, the ABC logo consisted of a tiny lowercase ""abc"" in the center of a "
v1,dpr_v1+LLM,What does AFC stand for?,American Football Conference,The AFC stands for the AFC North. The AFC North is the North American Football Conference (NAFC). The North is the North American Football Conference (NAFC). The North is the North American Football Conference (NAFC). The North is the North American Football Conference (NAFC). The North is,The North is the North American Football Conference (NAFC).,contradicted,0.029275350272655487,0.9962480664253235,"a new logo based on the seal of the Federal Communications Commission, with the letters ""ABC"" enclosed in a circular shield surmounted by the bald eagle. In 1957, just before the television network began its first color broadcasts, the ABC logo consisted of a tiny lowercase ""abc"" in the center of a "
v1,dpr_v1+LLM,What does AFC stand for?,American Football Conference,The AFC stands for the AFC North. The AFC North is the North American Football Conference (NAFC). The North is the North American Football Conference (NAFC). The North is the North American Football Conference (NAFC). The North is the North American Football Conference (NAFC). The North is,The North is,contradicted,0.03096179850399494,0.903763473033905,"regular season with a 15–1 record, and quarterback Cam Newton was named the NFL Most Valuable Player (MVP). They defeated the Arizona Cardinals 49–15 in the NFC Championship Game and advanced to their second Super Bowl appearance since the franchise was founded in 1995. The Broncos finished the regu"
v1,hybrid_v1+LLM,What does AFC stand for?,American Football Conference,"The AFC stands for AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC,","The AFC stands for AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC, AFC,",supported,0.8155099749565125,0.20472678542137146,"time. They also lost Super Bowl XXI when they wore white jerseys, but they are 0-4 in Super Bowls when wearing orange jerseys, losing in Super Bowl XII, XXII, XXIV, and XLVIII. The only other AFC champion team to have worn white as the designated home team in the Super Bowl was the Pittsburgh Steele"
v1,bm25_v1+LLM,What day was the Super Bowl played on?,"February 7, 2016","February 7, 2016.","February 7, 2016.",supported,0.7391373515129089,0.19871805608272552,"With Rivera having been a linebacker with the Chicago Bears in Super Bowl XX, and Kubiak replacing Elway at the end of the Broncos' defeats in Super Bowls XXI and XXIV, this will be the first Super Bowl in which both head coaches played in the game themselves. Super Bowl 50 was an American football "
v1,dpr_v1+LLM,What day was the Super Bowl played on?,"February 7, 2016","February 7, 2016.","February 7, 2016.",supported,0.7929911017417908,0.6426336169242859,"The game's media day, which was typically held on the Tuesday afternoon prior to the game, was moved to the Monday evening and re-branded as Super Bowl Opening Night. The event was held on February 1, 2016 at SAP Center in San Jose. Alongside the traditional media availabilities, the event featured "
v1,hybrid_v1+LLM,What day was the Super Bowl played on?,"February 7, 2016","February 7, 2016.","February 7, 2016.",supported,0.6860180497169495,0.15945355594158173,Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super B
v1,bm25_v1+LLM,Who won Super Bowl 50?,Denver Broncos,The Super Bowl 50 was the first time the Broncos had ever won a Super Bowl. The Super Bowl 50 was the first time the Broncos had ever won a Super Bowl. The Super Bowl 50 was the first time the Broncos had ever won a Super Bowl. The Super Bowl 50 was the first time the,The Super Bowl 50 was the first time the Broncos had ever won a Super Bowl.,contradicted,0.03671177104115486,0.9965529441833496,"Super Bowl XXXIII, Elway's last game as Denver QB, when they defeated the Atlanta Falcons 34–19. In their only other Super Bowl win in Super Bowl XXXII, Denver wore blue jerseys, which was their primary color at the time. They also lost Super Bowl XXI when they wore white jerseys, but they are 0-4 i"
v1,bm25_v1+LLM,Who won Super Bowl 50?,Denver Broncos,The Super Bowl 50 was the first time the Broncos had ever won a Super Bowl. The Super Bowl 50 was the first time the Broncos had ever won a Super Bowl. The Super Bowl 50 was the first time the Broncos had ever won a Super Bowl. The Super Bowl 50 was the first time the,The Super Bowl 50 was the first time the,contradicted,0.027914736419916153,0.8965008854866028,"Super Bowl 50 halftime show was headlined by the British rock group Coldplay with special guest performers Beyoncé and Bruno Mars, who headlined the Super Bowl XLVII and Super Bowl XLVIII halftime shows, respectively. It was the third-most watched U.S. broadcast ever. In honor of the 50th Super Bowl"
v1,dpr_v1+LLM,Who won Super Bowl 50?,Denver Broncos,The Super Bowl is a national championship game. The Super Bowl is a national championship game. The Super Bowl is a national championship game. The Super Bowl is a national championship game. The Super Bowl is a national championship game. The Super Bowl is a national championship game. The Super Bowl is a national,The Super Bowl is a national championship game.,supported,0.7766101360321045,0.5910301804542542,Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super B
v1,dpr_v1+LLM,Who won Super Bowl 50?,Denver Broncos,The Super Bowl is a national championship game. The Super Bowl is a national championship game. The Super Bowl is a national championship game. The Super Bowl is a national championship game. The Super Bowl is a national championship game. The Super Bowl is a national championship game. The Super Bowl is a national,The Super Bowl is a national,unsupported,0.03657782822847366,0.061311233788728714,
v1,hybrid_v1+LLM,Who won Super Bowl 50?,Denver Broncos,The Super Bowl 50 was the first time the NFL had ever been televised. The NFL has always been a big part of the Super Bowl. The NFL has always been a big part of the Super Bowl. The NFL has always been a big part of the Super Bowl. The NFL has always been a,The Super Bowl 50 was the first time the NFL had ever been televised.,contradicted,0.0025000993628054857,0.9989283680915833,"show was headlined by the British rock group Coldplay with special guest performers Beyoncé and Bruno Mars, who headlined the Super Bowl XLVII and Super Bowl XLVIII halftime shows, respectively. It was the third-most watched U.S. broadcast ever. Super Bowl 50 was an American football game to determi"
v1,hybrid_v1+LLM,Who won Super Bowl 50?,Denver Broncos,The Super Bowl 50 was the first time the NFL had ever been televised. The NFL has always been a big part of the Super Bowl. The NFL has always been a big part of the Super Bowl. The NFL has always been a big part of the Super Bowl. The NFL has always been a,The NFL has always been a big part of the Super Bowl.,unsupported,0.02839798666536808,0.03882043436169624,
v1,hybrid_v1+LLM,Who won Super Bowl 50?,Denver Broncos,The Super Bowl 50 was the first time the NFL had ever been televised. The NFL has always been a big part of the Super Bowl. The NFL has always been a big part of the Super Bowl. The NFL has always been a big part of the Super Bowl. The NFL has always been a,The NFL has always been a,contradicted,0.03699012100696564,0.7239488363265991,"also the oldest quarterback ever to play in a Super Bowl at age 39. The past record was held by John Elway, who led the Broncos to victory in Super Bowl XXXIII at age 38 and is currently Denver's Executive Vice President of Football Operations and General Manager."
v1,bm25_v1+LLM,What venue did Super Bowl 50 take place in?,Levi's Stadium,"The Super Bowl 50 was held in the Bay Area in the U.S. and was hosted by the Bay Area's top-tier sports teams. The Super Bowl 50 was held in the Bay Area's Bay Area's Bay Area, and was hosted by the Bay Area's top-tier sports teams",The Super Bowl 50 was held in the Bay Area in the U.S.,supported,0.6359904408454895,0.05983272194862366,"CBS broadcast Super Bowl 50 in the U.S., and charged an average of $5 million for a 30-second commercial during the game. The Super Bowl 50 halftime show was headlined by the British rock group Coldplay with special guest performers Beyoncé and Bruno Mars, who headlined the Super Bowl XLVII and Supe"
v1,bm25_v1+LLM,What venue did Super Bowl 50 take place in?,Levi's Stadium,"The Super Bowl 50 was held in the Bay Area in the U.S. and was hosted by the Bay Area's top-tier sports teams. The Super Bowl 50 was held in the Bay Area's Bay Area's Bay Area, and was hosted by the Bay Area's top-tier sports teams",was hosted by the Bay Area's top-tier sports teams.,unsupported,0.0016665079165250063,0.01593071036040783,
v1,bm25_v1+LLM,What venue did Super Bowl 50 take place in?,Levi's Stadium,"The Super Bowl 50 was held in the Bay Area in the U.S. and was hosted by the Bay Area's top-tier sports teams. The Super Bowl 50 was held in the Bay Area's Bay Area's Bay Area, and was hosted by the Bay Area's top-tier sports teams","The Super Bowl 50 was held in the Bay Area's Bay Area's Bay Area,",unsupported,0.16244222223758698,0.1581963300704956,
v1,bm25_v1+LLM,What venue did Super Bowl 50 take place in?,Levi's Stadium,"The Super Bowl 50 was held in the Bay Area in the U.S. and was hosted by the Bay Area's top-tier sports teams. The Super Bowl 50 was held in the Bay Area's Bay Area's Bay Area, and was hosted by the Bay Area's top-tier sports teams",was hosted by the Bay Area's top-tier sports teams,unsupported,0.005969097372144461,0.016337990760803223,
v1,dpr_v1+LLM,What venue did Super Bowl 50 take place in?,Levi's Stadium,"The Super Bowl was held in the San Francisco Bay Area in the early 2000s. The stadium was built in the early 2000s, and the stadium was renovated in the early 2000s. The stadium was renovated in the early 2000s, and the stadium was renovated in the early 2000s. The",The Super Bowl was held in the San Francisco Bay Area in the early 2000s.,contradicted,0.30930468440055847,0.9874492883682251,"prominently feature the Arabic numerals 50. The league announced on October 16, 2012, that the two finalists were Sun Life Stadium and Levi's Stadium. The South Florida/Miami area has previously hosted the event 10 times (tied for most with New Orleans), with the most recent one being Super Bowl XLI"
v1,dpr_v1+LLM,What venue did Super Bowl 50 take place in?,Levi's Stadium,"The Super Bowl was held in the San Francisco Bay Area in the early 2000s. The stadium was built in the early 2000s, and the stadium was renovated in the early 2000s. The stadium was renovated in the early 2000s, and the stadium was renovated in the early 2000s. The","The stadium was built in the early 2000s,",unsupported,0.024773521348834038,0.18160638213157654,
v1,dpr_v1+LLM,What venue did Super Bowl 50 take place in?,Levi's Stadium,"The Super Bowl was held in the San Francisco Bay Area in the early 2000s. The stadium was built in the early 2000s, and the stadium was renovated in the early 2000s. The stadium was renovated in the early 2000s, and the stadium was renovated in the early 2000s. The",the stadium was renovated in the early 2000s.,unsupported,0.00872291624546051,0.14325736463069916,
v1,dpr_v1+LLM,What venue did Super Bowl 50 take place in?,Levi's Stadium,"The Super Bowl was held in the San Francisco Bay Area in the early 2000s. The stadium was built in the early 2000s, and the stadium was renovated in the early 2000s. The stadium was renovated in the early 2000s, and the stadium was renovated in the early 2000s. The","The stadium was renovated in the early 2000s,",unsupported,0.003039287868887186,0.34700536727905273,
v1,hybrid_v1+LLM,What venue did Super Bowl 50 take place in?,Levi's Stadium,"The Super Bowl 50 was held in the San Francisco Bay Area at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California. The stadium opened in 2014. The stadium is the first Super Bowl in the Bay Area since Super Bowl XXXVII took place in San Diego in 2003. The stadium","The Super Bowl 50 was held in the San Francisco Bay Area at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California.",supported,0.9842618703842163,0.0313185416162014,"7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California. As this was the 50th Super Bowl, the league emphasized the ""golden anniversary"" with various gold-themed initiatives, as well as temporarily suspending the tradition of naming each Super Bowl game with Roman numeral"
v1,hybrid_v1+LLM,What venue did Super Bowl 50 take place in?,Levi's Stadium,"The Super Bowl 50 was held in the San Francisco Bay Area at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California. The stadium opened in 2014. The stadium is the first Super Bowl in the Bay Area since Super Bowl XXXVII took place in San Diego in 2003. The stadium",The stadium opened in 2014.,supported,0.7883000373840332,0.03019724041223526,"CBS broadcast Super Bowl 50 in the U.S., and charged an average of $5 million for a 30-second commercial during the game. The Super Bowl 50 halftime show was headlined by the British rock group Coldplay with special guest performers Beyoncé and Bruno Mars, who headlined the Super Bowl XLVII and Supe"
v1,hybrid_v1+LLM,What venue did Super Bowl 50 take place in?,Levi's Stadium,"The Super Bowl 50 was held in the San Francisco Bay Area at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California. The stadium opened in 2014. The stadium is the first Super Bowl in the Bay Area since Super Bowl XXXVII took place in San Diego in 2003. The stadium",The stadium is the first Super Bowl in the Bay Area since Super Bowl XXXVII took place in San Diego in 2003.,supported,0.94651198387146,0.3158569931983948,"in 2014. It is the first Super Bowl held in the San Francisco Bay Area since Super Bowl XIX in 1985, and the first in California since Super Bowl XXXVII took place in San Diego in 2003. Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for th"
v1,bm25_v1+LLM,What city did Super Bowl 50 take place in?,Santa Clara,"The Super Bowl 50 was held in the city of San Francisco, California, on June 4, 2014. The Super Bowl 50 was held in the Bay Area, and was hosted by the NFL. The Super Bowl 50 was the first Super Bowl to be held in the Bay Area. The Super Bowl 50","The Super Bowl 50 was held in the city of San Francisco, California, on June 4, 2014.",unsupported,0.001207257155328989,0.021499028429389,
v1,bm25_v1+LLM,What city did Super Bowl 50 take place in?,Santa Clara,"The Super Bowl 50 was held in the city of San Francisco, California, on June 4, 2014. The Super Bowl 50 was held in the Bay Area, and was hosted by the NFL. The Super Bowl 50 was the first Super Bowl to be held in the Bay Area. The Super Bowl 50","The Super Bowl 50 was held in the Bay Area,",unsupported,0.5270294547080994,0.1433277428150177,
v1,bm25_v1+LLM,What city did Super Bowl 50 take place in?,Santa Clara,"The Super Bowl 50 was held in the city of San Francisco, California, on June 4, 2014. The Super Bowl 50 was held in the Bay Area, and was hosted by the NFL. The Super Bowl 50 was the first Super Bowl to be held in the Bay Area. The Super Bowl 50",was hosted by the NFL.,contradicted,0.49242761731147766,0.8506999015808105,"CBS broadcast Super Bowl 50 in the U.S., and charged an average of $5 million for a 30-second commercial during the game. The Super Bowl 50 halftime show was headlined by the British rock group Coldplay with special guest performers Beyoncé and Bruno Mars, who headlined the Super Bowl XLVII and Supe"
v1,bm25_v1+LLM,What city did Super Bowl 50 take place in?,Santa Clara,"The Super Bowl 50 was held in the city of San Francisco, California, on June 4, 2014. The Super Bowl 50 was held in the Bay Area, and was hosted by the NFL. The Super Bowl 50 was the first Super Bowl to be held in the Bay Area. The Super Bowl 50",The Super Bowl 50 was the first Super Bowl to be held in the Bay Area.,unsupported,0.0017553444486111403,0.006100431550294161,
v1,bm25_v1+LLM,What city did Super Bowl 50 take place in?,Santa Clara,"The Super Bowl 50 was held in the city of San Francisco, California, on June 4, 2014. The Super Bowl 50 was held in the Bay Area, and was hosted by the NFL. The Super Bowl 50 was the first Super Bowl to be held in the Bay Area. The Super Bowl 50",The Super Bowl 50,unsupported,0.11045961827039719,0.38496240973472595,
v1,hybrid_v1+LLM,What city did Super Bowl 50 take place in?,Santa Clara,"San Francisco, California.","San Francisco, California.",unsupported,0.5712328553199768,0.036668822169303894,
v1,bm25_v1+LLM,"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L,Roman numerals are used in Super Bowl 50.,Roman numerals are used in Super Bowl 50.,contradicted,0.14435316622257233,0.9832884669303894,"game was played on February 7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California. As this was the 50th Super Bowl, the league emphasized the ""golden anniversary"" with various gold-themed initiatives, as well as temporarily suspending the tradition of naming each Super "
v1,dpr_v1+LLM,"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L,Roman numerals are used in Super Bowl 50.,Roman numerals are used in Super Bowl 50.,contradicted,0.13744059205055237,0.9872730374336243,"game was played on February 7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California. As this was the 50th Super Bowl, the league emphasized the ""golden anniversary"" with various gold-themed initiatives, as well as temporarily suspending the tradition of naming each Super "
v1,hybrid_v1+LLM,"If Roman numerals were used, what would Super Bowl 50 have been called?",Super Bowl L,Roman numerals are used in Super Bowl 50.,Roman numerals are used in Super Bowl 50.,contradicted,0.2585884630680084,0.9832884669303894,"game was played on February 7, 2016, at Levi's Stadium in the San Francisco Bay Area at Santa Clara, California. As this was the 50th Super Bowl, the league emphasized the ""golden anniversary"" with various gold-themed initiatives, as well as temporarily suspending the tradition of naming each Super "
v1,bm25_v1+LLM,Super Bowl 50 decided the NFL champion for what season?,2015,"The Super Bowl 50 Host Committee and the NFL have openly sought disabled veteran and lesbian, gay, bisexual and transgender-owned businesses in Business Connect, the Super Bowl program that provides local companies with contracting opportunities in and around the Super Bowl. The host committee has already raised over $40 million through sponsors including",The Super Bowl 50 Host Committee,contradicted,0.6123893857002258,0.6579621434211731,"the tradition of naming each Super Bowl game with Roman numerals (under which the game would have been known as ""Super Bowl L""), so that the logo could prominently feature the Arabic numerals 50. For the first time, the Super Bowl 50 Host Committee and the NFL have openly sought disabled veteran and"
v1,bm25_v1+LLM,Super Bowl 50 decided the NFL champion for what season?,2015,"The Super Bowl 50 Host Committee and the NFL have openly sought disabled veteran and lesbian, gay, bisexual and transgender-owned businesses in Business Connect, the Super Bowl program that provides local companies with contracting opportunities in and around the Super Bowl. The host committee has already raised over $40 million through sponsors including",the NFL have openly sought disabled veteran,unsupported,0.0836653858423233,0.4540483355522156,
v1,bm25_v1+LLM,Super Bowl 50 decided the NFL champion for what season?,2015,"The Super Bowl 50 Host Committee and the NFL have openly sought disabled veteran and lesbian, gay, bisexual and transgender-owned businesses in Business Connect, the Super Bowl program that provides local companies with contracting opportunities in and around the Super Bowl. The host committee has already raised over $40 million through sponsors including","lesbian, gay, bisexual",contradicted,0.04300330579280853,0.7668172717094421,"the tradition of naming each Super Bowl game with Roman numerals (under which the game would have been known as ""Super Bowl L""), so that the logo could prominently feature the Arabic numerals 50. For the first time, the Super Bowl 50 Host Committee and the NFL have openly sought disabled veteran and"
v1,bm25_v1+LLM,Super Bowl 50 decided the NFL champion for what season?,2015,"The Super Bowl 50 Host Committee and the NFL have openly sought disabled veteran and lesbian, gay, bisexual and transgender-owned businesses in Business Connect, the Super Bowl program that provides local companies with contracting opportunities in and around the Super Bowl. The host committee has already raised over $40 million through sponsors including","transgender-owned businesses in Business Connect, the Super Bowl program that provides local companies with contracting opportunities in",contradicted,0.04012085124850273,0.6157573461532593,"the tradition of naming each Super Bowl game with Roman numerals (under which the game would have been known as ""Super Bowl L""), so that the logo could prominently feature the Arabic numerals 50. For the first time, the Super Bowl 50 Host Committee and the NFL have openly sought disabled veteran and"
v1,bm25_v1+LLM,Super Bowl 50 decided the NFL champion for what season?,2015,"The Super Bowl 50 Host Committee and the NFL have openly sought disabled veteran and lesbian, gay, bisexual and transgender-owned businesses in Business Connect, the Super Bowl program that provides local companies with contracting opportunities in and around the Super Bowl. The host committee has already raised over $40 million through sponsors including",around the Super Bowl.,supported,0.6166452765464783,0.3354695737361908,"the difficulty of designing an aesthetically pleasing logo with the letter ""L"" using the standardized logo template introduced at Super Bowl XLV. The logo also deviates from the template by featuring large numerals, colored in gold, behind the Vince Lombardi Trophy, instead of underneath and in silv"
v1,bm25_v1+LLM,Super Bowl 50 decided the NFL champion for what season?,2015,"The Super Bowl 50 Host Committee and the NFL have openly sought disabled veteran and lesbian, gay, bisexual and transgender-owned businesses in Business Connect, the Super Bowl program that provides local companies with contracting opportunities in and around the Super Bowl. The host committee has already raised over $40 million through sponsors including",The host committee has already raised over $40 million through sponsors including,contradicted,0.05389423668384552,0.672433614730835,"the tradition of naming each Super Bowl game with Roman numerals (under which the game would have been known as ""Super Bowl L""), so that the logo could prominently feature the Arabic numerals 50. For the first time, the Super Bowl 50 Host Committee and the NFL have openly sought disabled veteran and"
v1,dpr_v1+LLM,Super Bowl 50 decided the NFL champion for what season?,2015,"The Super Bowl was a ""golden anniversary"" event. The NFL was founded in 1995 and the league was founded in 2000. The league was founded in 1995 and the league was founded in 2000. The league was founded in 1995 and the league was founded in 2000. The league was founded in 1995","The Super Bowl was a ""golden anniversary"" event.",contradicted,0.9437012672424316,0.957309901714325,"the tradition of naming each Super Bowl game with Roman numerals (under which the game would have been known as ""Super Bowl L""), so that the logo could prominently feature the Arabic numerals 50. The Panthers finished the regular season with a 15–1 record, and quarterback Cam Newton was named the NF"
v1,dpr_v1+LLM,Super Bowl 50 decided the NFL champion for what season?,2015,"The Super Bowl was a ""golden anniversary"" event. The NFL was founded in 1995 and the league was founded in 2000. The league was founded in 1995 and the league was founded in 2000. The league was founded in 1995 and the league was founded in 2000. The league was founded in 1995",The NFL was founded in 1995,unsupported,0.07913526892662048,0.3949437141418457,
v1,dpr_v1+LLM,Super Bowl 50 decided the NFL champion for what season?,2015,"The Super Bowl was a ""golden anniversary"" event. The NFL was founded in 1995 and the league was founded in 2000. The league was founded in 1995 and the league was founded in 2000. The league was founded in 1995 and the league was founded in 2000. The league was founded in 1995",the league was founded in 2000.,contradicted,0.007210317999124527,0.98264080286026,"the tradition of naming each Super Bowl game with Roman numerals (under which the game would have been known as ""Super Bowl L""), so that the logo could prominently feature the Arabic numerals 50. The Panthers finished the regular season with a 15–1 record, and quarterback Cam Newton was named the NF"
v1,dpr_v1+LLM,Super Bowl 50 decided the NFL champion for what season?,2015,"The Super Bowl was a ""golden anniversary"" event. The NFL was founded in 1995 and the league was founded in 2000. The league was founded in 1995 and the league was founded in 2000. The league was founded in 1995 and the league was founded in 2000. The league was founded in 1995",The league was founded in 1995,contradicted,0.045189131051301956,0.8858266472816467,"the tradition of naming each Super Bowl game with Roman numerals (under which the game would have been known as ""Super Bowl L""), so that the logo could prominently feature the Arabic numerals 50. The Panthers finished the regular season with a 15–1 record, and quarterback Cam Newton was named the NF"
v1,hybrid_v1+LLM,Super Bowl 50 decided the NFL champion for what season?,2015,The Super Bowl 50 was the first Super Bowl to be held in the United States. The Super Bowl 50 was the first Super Bowl to be held in the United States. The Super Bowl 50 was the first Super Bowl to be held in the United States. The Super Bowl 50 was the first Super Bowl,The Super Bowl 50 was the first Super Bowl to be held in the United States.,contradicted,0.004024817142635584,0.9839644432067871,"the 50th Super Bowl ""spectacular"" and that it would be ""an important game for us as a league"". For the first time, the Super Bowl 50 Host Committee and the NFL have openly sought disabled veteran and lesbian, gay, bisexual and transgender-owned businesses in Business Connect, the Super Bowl program "
v1,hybrid_v1+LLM,Super Bowl 50 decided the NFL champion for what season?,2015,The Super Bowl 50 was the first Super Bowl to be held in the United States. The Super Bowl 50 was the first Super Bowl to be held in the United States. The Super Bowl 50 was the first Super Bowl to be held in the United States. The Super Bowl 50 was the first Super Bowl,The Super Bowl 50 was the first Super Bowl,contradicted,0.028676001355051994,0.9977501034736633,Super Bowl 50 was an American football game to determine the champion of the National Football League (NFL) for the 2015 season. The American Football Conference (AFC) champion Denver Broncos defeated the National Football Conference (NFC) champion Carolina Panthers 24–10 to earn their third Super B
v1,bm25_v1+LLM,What year did the Denver Broncos secure a Super Bowl title for the third time?,2015,The Super Bowl was won by the Denver Broncos in Super Bowl XLVIII. The Broncos won the game by a score of 1–1. The Broncos won the game by a score of 1–0. The Broncos won the game by a score of 1–0. The Broncos won the game,The Super Bowl was won by the Denver Broncos in Super Bowl XLVIII.,contradicted,0.061802204698324203,0.996122419834137,"gold-themed initiatives, as well as temporarily suspending the tradition of naming each Super Bowl game with Roman numerals (under which the game would have been known as ""Super Bowl L""), so that the logo could prominently feature the Arabic numerals 50. The Broncos took an early lead in Super Bowl "
