Dataset,Retriever,Question,Gold Answer,LLM Answer,Retrieved Context Preview,TopK,Mean Retrieval Score,Retrieval Hit@K,Exact Match,F1,BLEU,ROUGE-L,Semantic Similarity,Num Claims,Supported Claims,Unsupported Claims,Contradicted Claims,Faithfulness,Extrinsic Hallucination Rate,Intrinsic Hallucination Rate,Hallucination Rate,Step Time Sec
v1,hybrid_v1+LLM,Who was given the esteemed status of MVP for Super Bowl 50?,Von Miller,The MVP of Super Bowl 50 was the MVP of Super Bowl XX.,"In honor of the 50th Super Bowl, the pregame ceremony featured the on-field introduction of 39 of the 43 previous Super Bowl Most Valuable Players. Bart Starr (MVP of Super Bowls I and II) and Chuck Howley (MVP of Super Bowl V) appeared via video, while Peyton Manning (MVP of Super Bowl XLI and current Broncos quarterback) was shown in the locker room preparing for the game. No plans were announced regarding the recognition of Harvey Martin, co-MVP of Super Bowl XII, who died in 2001. CBS broadc",5,0.8406123379150499,0,0,0.0,0.0,0.0,0.16326104,1,0,0,1,0.0,0.0,1.0,1.0,0.8508529663085938
v1,bm25_v1+LLM,What position does Von Miller play for the Denver Broncos?,linebacker,Von Miller is a defensive end. He is a former NFL player who has played in the NFL for the Denver Broncos since the beginning of the 2000 season. He was drafted by the Broncos in the first round of the 2000 NFL Draft. He was a first-round pick of the New York Jets in,"The Broncos took an early lead in Super Bowl 50 and never trailed. Newton was limited by Denver's defense, which sacked him seven times and forced him into three turnovers, including a fumble which they recovered for a touchdown. Denver linebacker Von Miller was named Super Bowl MVP, recording five solo tackles, 2½ sacks, and two forced fumbles. The Broncos' defense ranked first in the NFL yards allowed (4,530) for the first time in franchise history, and fourth in points allowed (296). Defensiv",5,19.073651972605965,1,0,0.0,0.0,0.0,0.34402654,4,0,1,3,0.0,0.25,0.75,1.0,1.162318468093872
v1,dpr_v1+LLM,What position does Von Miller play for the Denver Broncos?,linebacker,"Von Miller is a defensive end, but he is also a running back. He is a former NFL player who has played in the NFL for the New York Giants, and he is a former NFL player who has played in the NFL for the New York Jets. He is a former NFL player who has","The Broncos' defense ranked first in the NFL yards allowed (4,530) for the first time in franchise history, and fourth in points allowed (296). Defensive ends Derek Wolfe and Malik Jackson each had 5½ sacks. Pro Bowl linebacker Von Miller led the team with 11 sacks, forced four fumbles, and recovered three. Linebacker DeMarcus Ware was selected to play in the Pro Bowl for the ninth time in his career, ranking second on the team with 7½ sacks. Linebacker Brandon Marshall led the team in total tac",5,0.45014613270759585,1,0,0.0,0.0,0.0,0.41087157,5,1,1,3,0.2,0.2,0.6,0.8,1.6123793125152588
v1,hybrid_v1+LLM,What position does Von Miller play for the Denver Broncos?,linebacker,"Von Miller is a defensive end, but he is also a linebacker. He is a former NFL player who played in the NFL for the New England Patriots. He was drafted by the Broncos in the first round of the NFL draft in 2000. He played in the NFL for the New England Patriots in the","The Broncos took an early lead in Super Bowl 50 and never trailed. Newton was limited by Denver's defense, which sacked him seven times and forced him into three turnovers, including a fumble which they recovered for a touchdown. Denver linebacker Von Miller was named Super Bowl MVP, recording five solo tackles, 2½ sacks, and two forced fumbles. The Broncos' defense ranked first in the NFL yards allowed (4,530) for the first time in franchise history, and fourth in points allowed (296). Defensiv",5,0.8279729416019551,1,0,0.0,0.6044751875664687,0.03508771929824561,0.43805254,5,0,1,4,0.0,0.2,0.8,1.0,1.3138036727905273
v1,bm25_v1+LLM,What was the number of solo tackles that Von Miller had in Super Bowl 50?,5,"Von Miller had two solo tackles, one sack, and one fumble. He also had a fumble.","The Broncos took an early lead in Super Bowl 50 and never trailed. Newton was limited by Denver's defense, which sacked him seven times and forced him into three turnovers, including a fumble which they recovered for a touchdown. Denver linebacker Von Miller was named Super Bowl MVP, recording five solo tackles, 2½ sacks, and two forced fumbles. This was the first Super Bowl to feature a quarterback on both teams who was the #1 pick in their draft classes. Manning was the #1 selection of the 199",5,33.472678361215046,1,0,0.0,0.0,0.0,0.15998396,2,0,1,1,0.0,0.5,0.5,1.0,0.9123778343200684
v1,dpr_v1+LLM,What was the number of solo tackles that Von Miller had in Super Bowl 50?,5,"Von Miller had five solo tackles, two sacks, and two forced fumbles. He also had two sacks. He also had two forced fumbles. He also had two sacks. He also had two sacks. He also had two forced fumbles. He also had two sacks. He also had two","The Broncos took an early lead in Super Bowl 50 and never trailed. Newton was limited by Denver's defense, which sacked him seven times and forced him into three turnovers, including a fumble which they recovered for a touchdown. Denver linebacker Von Miller was named Super Bowl MVP, recording five solo tackles, 2½ sacks, and two forced fumbles. The Broncos' defense ranked first in the NFL yards allowed (4,530) for the first time in franchise history, and fourth in points allowed (296). Defensiv",5,0.568422269821167,1,0,0.0,0.0,0.0,0.23423317,5,1,4,0,0.2,0.8,0.0,0.8,1.600511074066162
v1,hybrid_v1+LLM,What was the number of solo tackles that Von Miller had in Super Bowl 50?,5,Von Miller had two solo tackles in Super Bowl 50.,"The Broncos took an early lead in Super Bowl 50 and never trailed. Newton was limited by Denver's defense, which sacked him seven times and forced him into three turnovers, including a fumble which they recovered for a touchdown. Denver linebacker Von Miller was named Super Bowl MVP, recording five solo tackles, 2½ sacks, and two forced fumbles. The Broncos' defense ranked first in the NFL yards allowed (4,530) for the first time in franchise history, and fourth in points allowed (296). Defensiv",5,0.8674587074718062,1,0,0.0,0.0,0.0,0.1146493,1,0,0,1,0.0,0.0,1.0,1.0,0.8508124351501465
v1,bm25_v1+LLM,How many forced fumbles did Von Miller have during the Super Bowl 50 game?,2,Von Miller had a total of six forced fumbles during the game.,"The Broncos took an early lead in Super Bowl 50 and never trailed. Newton was limited by Denver's defense, which sacked him seven times and forced him into three turnovers, including a fumble which they recovered for a touchdown. Denver linebacker Von Miller was named Super Bowl MVP, recording five solo tackles, 2½ sacks, and two forced fumbles. CBS broadcast Super Bowl 50 in the U.S., and charged an average of $5 million for a 30-second commercial during the game. The Super Bowl 50 halftime sho",5,30.365620139758068,1,0,0.0,0.0,0.0,0.13339981,1,0,1,0,0.0,1.0,0.0,1.0,0.7675065994262695
v1,dpr_v1+LLM,How many forced fumbles did Von Miller have during the Super Bowl 50 game?,2,"The Broncos had a total of four forced fumbles during the Super Bowl 50 game. The first was a fumble on the first play of the game, which was ruled an incompletion. The second was a fumble on the second play, which was ruled an incompletion. The third was a","The Broncos took an early lead in Super Bowl 50 and never trailed. Newton was limited by Denver's defense, which sacked him seven times and forced him into three turnovers, including a fumble which they recovered for a touchdown. Denver linebacker Von Miller was named Super Bowl MVP, recording five solo tackles, 2½ sacks, and two forced fumbles. After each team punted, Panthers quarterback Cam Newton appeared to complete a 24-yard pass Jerricho Cotchery, but the call was ruled an incompletion an",5,0.5963450908660889,1,0,0.0,0.0,0.0,0.12682782,4,0,3,1,0.0,0.75,0.25,1.0,1.4387896060943604
v1,hybrid_v1+LLM,How many forced fumbles did Von Miller have during the Super Bowl 50 game?,2,Manning had a total of four sacks during the Super Bowl 50 game.,"The Broncos took an early lead in Super Bowl 50 and never trailed. Newton was limited by Denver's defense, which sacked him seven times and forced him into three turnovers, including a fumble which they recovered for a touchdown. Denver linebacker Von Miller was named Super Bowl MVP, recording five solo tackles, 2½ sacks, and two forced fumbles. After each team punted, Panthers quarterback Cam Newton appeared to complete a 24-yard pass Jerricho Cotchery, but the call was ruled an incompletion an",5,0.7970231294027129,1,0,0.0,0.0,0.0,0.107027516,1,0,0,1,0.0,0.0,1.0,1.0,0.8505501747131348
v1,bm25_v1+LLM,Who won the MVP for the Super Bowl?,Von Miller,The MVP is the most valuable player in the game. The MVP is the most valuable player in the game. The MVP is the most valuable player in the game. The MVP is the most valuable player in the game. The MVP is the most valuable player in the game. The MVP is the most,"It has won the Short Form of the Hugo Award for Best Dramatic Presentation, the oldest science fiction/fantasy award for films and series, six times (every year since 2006, except for 2009, 2013 and 2014). The winning episodes were ""The Empty Child""/""The Doctor Dances"" (2006), ""The Girl in the Fireplace"" (2007), ""Blink"" (2008), ""The Waters of Mars"" (2010), ""The Pandorica Opens""/""The Big Bang"" (2011), and ""The Doctor's Wife"" (2012). Doctor Who star Matt Smith won Best Actor in the 2012 National T",5,19.81039867466265,0,0,0.0,0.0,0.0,0.08675143,2,0,2,0,0.0,1.0,0.0,1.0,0.9561455249786377
v1,dpr_v1+LLM,Who won the MVP for the Super Bowl?,Von Miller,The Broncos won the MVP for the Super Bowl.,"In honor of the 50th Super Bowl, the pregame ceremony featured the on-field introduction of 39 of the 43 previous Super Bowl Most Valuable Players. Bart Starr (MVP of Super Bowls I and II) and Chuck Howley (MVP of Super Bowl V) appeared via video, while Peyton Manning (MVP of Super Bowl XLI and current Broncos quarterback) was shown in the locker room preparing for the game. No plans were announced regarding the recognition of Harvey Martin, co-MVP of Super Bowl XII, who died in 2001. The Bronco",5,0.5825687408447265,1,0,0.0,0.0,0.0,0.18950808,1,0,0,1,0.0,0.0,1.0,1.0,0.8020565509796143
v1,hybrid_v1+LLM,Who won the MVP for the Super Bowl?,Von Miller,The Super Bowl MVP is the MVP of the Super Bowl.,"In honor of the 50th Super Bowl, the pregame ceremony featured the on-field introduction of 39 of the 43 previous Super Bowl Most Valuable Players. Bart Starr (MVP of Super Bowls I and II) and Chuck Howley (MVP of Super Bowl V) appeared via video, while Peyton Manning (MVP of Super Bowl XLI and current Broncos quarterback) was shown in the locker room preparing for the game. No plans were announced regarding the recognition of Harvey Martin, co-MVP of Super Bowl XII, who died in 2001. Super Bowl",5,0.8561301580373177,1,0,0.0,0.0,0.0,0.17639576,1,0,1,0,0.0,1.0,0.0,1.0,0.8244438171386719
v1,bm25_v1+LLM,How many tackles did Von Miller get during the game?,5,"Von Miller had four tackles, two sacks, and a fumble recovery. He also had a sack.","The Broncos' defense ranked first in the NFL yards allowed (4,530) for the first time in franchise history, and fourth in points allowed (296). Defensive ends Derek Wolfe and Malik Jackson each had 5½ sacks. Pro Bowl linebacker Von Miller led the team with 11 sacks, forced four fumbles, and recovered three. Linebacker DeMarcus Ware was selected to play in the Pro Bowl for the ninth time in his career, ranking second on the team with 7½ sacks. Linebacker Brandon Marshall led the team in total tac",5,16.490190625920086,1,0,0.0,0.0,0.0,0.18962678,3,0,1,2,0.0,0.3333333333333333,0.6666666666666666,1.0,1.0852141380310059
v1,dpr_v1+LLM,How many tackles did Von Miller get during the game?,5,"Miller had four tackles, two sacks, and a fumble recovery. He also had a sack and a fumble.","Manning finished the game 13 of 23 for 141 yards with one interception and zero touchdowns. Sanders was his top receiver with six receptions for 83 yards. Anderson was the game's leading rusher with 90 yards and a touchdown, along with four receptions for 10 yards. Miller had six total tackles (five solo), 2½ sacks, and two forced fumbles. Ware had five total tackles and two sacks. Ward had seven total tackles, a fumble recovery, and an interception. McManus made all four of his field goals, mak",5,0.5352701008319855,1,0,0.0,0.0,0.0,0.22170001,3,0,1,2,0.0,0.3333333333333333,0.6666666666666666,1.0,1.1827242374420166
v1,hybrid_v1+LLM,How many tackles did Von Miller get during the game?,5,"Von Miller had four tackles, two sacks, and a fumble recovery. He was the team's leading rusher with four tackles, two sacks, and a fumble recovery. He was also the team's leading rusher with four tackles, two sacks, and a fumble recovery. He was also the team's leading","The Broncos' defense ranked first in the NFL yards allowed (4,530) for the first time in franchise history, and fourth in points allowed (296). Defensive ends Derek Wolfe and Malik Jackson each had 5½ sacks. Pro Bowl linebacker Von Miller led the team with 11 sacks, forced four fumbles, and recovered three. Linebacker DeMarcus Ware was selected to play in the Pro Bowl for the ninth time in his career, ranking second on the team with 7½ sacks. Linebacker Brandon Marshall led the team in total tac",5,0.8551576981747402,1,0,0.0,0.0,0.0,0.15014718,5,0,1,4,0.0,0.2,0.8,1.0,1.41383957862854
v1,bm25_v1+LLM,How many times was Cam Newton sacked in Super Bowl 50?,seven,The Broncos sacked Newton in Super Bowl 50.,"The Broncos took an early lead in Super Bowl 50 and never trailed. Newton was limited by Denver's defense, which sacked him seven times and forced him into three turnovers, including a fumble which they recovered for a touchdown. Denver linebacker Von Miller was named Super Bowl MVP, recording five solo tackles, 2½ sacks, and two forced fumbles. The Panthers finished the regular season with a 15–1 record, and quarterback Cam Newton was named the NFL Most Valuable Player (MVP). They defeated the ",5,27.34007611732813,1,0,0.0,0.0,0.0,0.07748598,1,1,0,0,1.0,0.0,0.0,0.0,0.8075511455535889
v1,dpr_v1+LLM,How many times was Cam Newton sacked in Super Bowl 50?,seven,Super Bowl MVP:,"After each team punted, Panthers quarterback Cam Newton appeared to complete a 24-yard pass Jerricho Cotchery, but the call was ruled an incompletion and upheld after a replay challenge. CBS analyst and retired referee Mike Carey stated he disagreed with the call and felt the review clearly showed the pass was complete. A few plays later, on 3rd-and-10 from the 15-yard line, linebacker Von Miller knocked the ball out of Newton's hands while sacking him, and Malik Jackson recovered it in the end ",5,0.6162611484527588,1,0,0.0,0.0,0.0,0.20786393,1,0,0,1,0.0,0.0,1.0,1.0,0.8364803791046143
v1,hybrid_v1+LLM,How many times was Cam Newton sacked in Super Bowl 50?,seven,The Broncos sacked Newton,"The Broncos took an early lead in Super Bowl 50 and never trailed. Newton was limited by Denver's defense, which sacked him seven times and forced him into three turnovers, including a fumble which they recovered for a touchdown. Denver linebacker Von Miller was named Super Bowl MVP, recording five solo tackles, 2½ sacks, and two forced fumbles. After each team punted, Panthers quarterback Cam Newton appeared to complete a 24-yard pass Jerricho Cotchery, but the call was ruled an incompletion an",5,0.8374162094250381,1,0,0.0,0.0,0.0,0.10166888,1,0,0,1,0.0,0.0,1.0,1.0,0.8438470363616943
v1,bm25_v1+LLM,How many times did the Denver defense force Newton into turnovers?,three,"The Broncos defense allowed just one turnover in the first half, and they allowed only one turnover in the second half.","The Broncos took an early lead in Super Bowl 50 and never trailed. Newton was limited by Denver's defense, which sacked him seven times and forced him into three turnovers, including a fumble which they recovered for a touchdown. Denver linebacker Von Miller was named Super Bowl MVP, recording five solo tackles, 2½ sacks, and two forced fumbles. The Panthers seemed primed to score on their opening drive of the second half when Newton completed a 45-yard pass to Ted Ginn Jr. on the Denver 35-yard",5,18.38892044604481,1,0,0.0,0.0,0.0,0.18982318,2,0,1,1,0.0,0.5,0.5,1.0,0.9496250152587891
v1,dpr_v1+LLM,How many times did the Denver defense force Newton into turnovers?,three,"The Broncos defense was the most efficient in the NFL, and they were able to get off to a good start. The Broncos were able to get off to a good start, but the Panthers were unable to get off to a good start. The Broncos were able to get off to a good start,","With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, Miller stripped the ball away from Newton, and after several players dove for it, it took a long bounce backwards and was recovered by Ward, who returned it five yards to the Panthers 4-yard line. Although several players dove into the pile to attempt to recover it, Newton did not and his lack of aggression later earned him heavy c",5,0.5823166728019714,1,0,0.0,0.0,0.0,0.055269033,4,2,0,2,0.5,0.0,0.5,0.5,1.3473799228668213
v1,hybrid_v1+LLM,How many times did the Denver defense force Newton into turnovers?,three,"The Broncos had three turnovers in the first half, but they were unable to score on their first drive.","The Broncos took an early lead in Super Bowl 50 and never trailed. Newton was limited by Denver's defense, which sacked him seven times and forced him into three turnovers, including a fumble which they recovered for a touchdown. Denver linebacker Von Miller was named Super Bowl MVP, recording five solo tackles, 2½ sacks, and two forced fumbles. The Panthers seemed primed to score on their opening drive of the second half when Newton completed a 45-yard pass to Ted Ginn Jr. on the Denver 35-yard",5,0.8766103060677232,1,0,0.1,1.8160849415439309,0.1,0.21763611,2,0,1,1,0.0,0.5,0.5,1.0,1.0119669437408447
v1,bm25_v1+LLM,Which Newton turnover resulted in seven points for Denver?,a fumble,"Newton's career-high of 1,967 yards and six touchdowns.","The Broncos took an early lead in Super Bowl 50 and never trailed. Newton was limited by Denver's defense, which sacked him seven times and forced him into three turnovers, including a fumble which they recovered for a touchdown. Denver linebacker Von Miller was named Super Bowl MVP, recording five solo tackles, 2½ sacks, and two forced fumbles. This was the first Super Bowl to feature a quarterback on both teams who was the #1 pick in their draft classes. Manning was the #1 selection of the 199",5,14.21392822584129,1,0,0.0,0.0,0.0,0.40619674,1,0,1,0,0.0,1.0,0.0,1.0,0.8321342468261719
v1,dpr_v1+LLM,Which Newton turnover resulted in seven points for Denver?,a fumble,"Newton's turnover was a big one, and it was a big one for the Broncos. The Broncos had a good defensive line, but they were not able to get a first down on the play. The Broncos had a good defensive line, but they were not able to get a first down on the","With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, Miller stripped the ball away from Newton, and after several players dove for it, it took a long bounce backwards and was recovered by Ward, who returned it five yards to the Panthers 4-yard line. Although several players dove into the pile to attempt to recover it, Newton did not and his lack of aggression later earned him heavy c",5,0.6179136157035827,1,0,0.03571428571428571,0.6149917424924614,0.03508771929824561,0.39322537,5,0,4,1,0.0,0.8,0.2,1.0,1.4076738357543945
v1,hybrid_v1+LLM,Which Newton turnover resulted in seven points for Denver?,a fumble,"Newton's turnover was a big one. He threw for 1,967 yards and six touchdowns, with a career-low 67.9 passer rating. He also caught a pair of passes for 1,967 yards and six touchdowns, while adding another 106 yards returning punts. The Panthers were","The Broncos took an early lead in Super Bowl 50 and never trailed. Newton was limited by Denver's defense, which sacked him seven times and forced him into three turnovers, including a fumble which they recovered for a touchdown. Denver linebacker Von Miller was named Super Bowl MVP, recording five solo tackles, 2½ sacks, and two forced fumbles. The Panthers seemed primed to score on their opening drive of the second half when Newton completed a 45-yard pass to Ted Ginn Jr. on the Denver 35-yard",5,0.8168639264927513,1,0,0.04444444444444444,0.7605497822189857,0.039999999999999994,0.45247358,6,0,3,3,0.0,0.5,0.5,1.0,1.545015573501587
v1,bm25_v1+LLM,Who was the Most Valuable Player of Super Bowl 50?,Von Miller,The Super Bowl 50 was the most watched game of the Super Bowl. The Super Bowl 50 was the most watched game of the Super Bowl. The Super Bowl 50 was the most watched game of the Super Bowl. The Super Bowl 50 was the most watched game of the Super Bowl. The Super Bowl 50,"In honor of the 50th Super Bowl, the pregame ceremony featured the on-field introduction of 39 of the 43 previous Super Bowl Most Valuable Players. Bart Starr (MVP of Super Bowls I and II) and Chuck Howley (MVP of Super Bowl V) appeared via video, while Peyton Manning (MVP of Super Bowl XLI and current Broncos quarterback) was shown in the locker room preparing for the game. No plans were announced regarding the recognition of Harvey Martin, co-MVP of Super Bowl XII, who died in 2001. The Panthe",5,27.512546618192733,0,0,0.0,0.0,0.0,0.039460808,2,0,1,1,0.0,0.5,0.5,1.0,0.9149847030639648
v1,dpr_v1+LLM,Who was the Most Valuable Player of Super Bowl 50?,Von Miller,The Super Bowl MVP.,"In honor of the 50th Super Bowl, the pregame ceremony featured the on-field introduction of 39 of the 43 previous Super Bowl Most Valuable Players. Bart Starr (MVP of Super Bowls I and II) and Chuck Howley (MVP of Super Bowl V) appeared via video, while Peyton Manning (MVP of Super Bowl XLI and current Broncos quarterback) was shown in the locker room preparing for the game. No plans were announced regarding the recognition of Harvey Martin, co-MVP of Super Bowl XII, who died in 2001. The Panthe",5,0.57938631772995,1,0,0.0,0.0,0.0,0.2860672,1,0,0,1,0.0,0.0,1.0,1.0,0.8164830207824707
v1,hybrid_v1+LLM,Who was the Most Valuable Player of Super Bowl 50?,Von Miller,The Super Bowl MVP.,"In honor of the 50th Super Bowl, the pregame ceremony featured the on-field introduction of 39 of the 43 previous Super Bowl Most Valuable Players. Bart Starr (MVP of Super Bowls I and II) and Chuck Howley (MVP of Super Bowl V) appeared via video, while Peyton Manning (MVP of Super Bowl XLI and current Broncos quarterback) was shown in the locker room preparing for the game. No plans were announced regarding the recognition of Harvey Martin, co-MVP of Super Bowl XII, who died in 2001. The Panthe",5,0.8227024162823289,0,0,0.0,0.0,0.0,0.2860672,1,1,0,0,1.0,0.0,0.0,0.0,0.8246421813964844
v1,bm25_v1+LLM,What position does Von Miller play?,linebacker,"Von Miller is the #1 pick in the 2011 NFL draft. He was the #1 pick in the 1999 NFL draft, and was selected by the Denver Broncos in the first round of the 2000 NFL draft. He was the #1 pick in the 2000 NFL draft, and was selected by the Denver","The Broncos took an early lead in Super Bowl 50 and never trailed. Newton was limited by Denver's defense, which sacked him seven times and forced him into three turnovers, including a fumble which they recovered for a touchdown. Denver linebacker Von Miller was named Super Bowl MVP, recording five solo tackles, 2½ sacks, and two forced fumbles. This was the first Super Bowl to feature a quarterback on both teams who was the #1 pick in their draft classes. Manning was the #1 selection of the 199",5,10.878872173204243,1,0,0.0,0.0,0.0,0.26656374,5,0,0,5,0.0,0.0,1.0,1.0,1.1721456050872803
v1,dpr_v1+LLM,What position does Von Miller play?,linebacker,"Von Miller is a solid player, but he is not a great passer. He is a great passer, but he is not a great passer. Von Miller is a great passer, but he is not a great passer. Von Miller is a great passer, but he is not a great passer. Von","With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On the next play, Miller stripped the ball away from Newton, and after several players dove for it, it took a long bounce backwards and was recovered by Ward, who returned it five yards to the Panthers 4-yard line. Although several players dove into the pile to attempt to recover it, Newton did not and his lack of aggression later earned him heavy c",5,0.3625332355499268,1,0,0.0,0.0,0.0,0.18291995,4,0,2,2,0.0,0.5,0.5,1.0,1.2556729316711426
v1,hybrid_v1+LLM,What position does Von Miller play?,linebacker,"Von Miller is a 6-foot-3, 220-pounder who has a career-high 6-foot-3, 220-pound frame. He has a career-high 6-foot-3, 220-pound frame, and has a career-high 6-foot-3,","The Broncos took an early lead in Super Bowl 50 and never trailed. Newton was limited by Denver's defense, which sacked him seven times and forced him into three turnovers, including a fumble which they recovered for a touchdown. Denver linebacker Von Miller was named Super Bowl MVP, recording five solo tackles, 2½ sacks, and two forced fumbles. The Broncos' defense ranked first in the NFL yards allowed (4,530) for the first time in franchise history, and fourth in points allowed (296). Defensiv",5,0.7988239190835115,1,0,0.0,0.0,0.0,0.36436123,3,0,3,0,0.0,1.0,0.0,1.0,1.0921859741210938
v1,bm25_v1+LLM,How many times was the Panthers' quarterback sacked?,seven,The Panthers' quarterback sacked more than 100 times in the Super Bowl.,"Peyton Manning became the first quarterback ever to lead two different teams to multiple Super Bowls. He is also the oldest quarterback ever to play in a Super Bowl at age 39. The past record was held by John Elway, who led the Broncos to victory in Super Bowl XXXIII at age 38 and is currently Denver's Executive Vice President of Football Operations and General Manager. Super Bowl 50 featured numerous records from individuals and teams. Denver won despite being massively outgained in total yards",5,11.145963284260283,1,0,0.0,0.0,0.0,0.13034353,1,0,0,1,0.0,0.0,1.0,1.0,0.8729910850524902
v1,dpr_v1+LLM,How many times was the Panthers' quarterback sacked?,seven,The answer is a total of six.,"On Carolina's next possession fullback Mike Tolbert lost a fumble while being tackled by safety Darian Stewart, which linebacker Danny Trevathan recovered on the Broncos 40-yard line. However, the Panthers soon took the ball back when defensive end Kony Ealy tipped a Manning pass to himself and then intercepted it, returning the ball 19 yards to the Panthers 39-yard line with 1:55 left on the clock. The Panthers could not gain any yards with their possession and had to punt. After a Denver punt,",5,0.6080162644386291,0,0,0.0,0.0,0.0,0.49011245,1,0,0,1,0.0,0.0,1.0,1.0,0.83760666847229
v1,hybrid_v1+LLM,How many times was the Panthers' quarterback sacked?,seven,The answer is a combination of the following:,"After each team punted, Panthers quarterback Cam Newton appeared to complete a 24-yard pass Jerricho Cotchery, but the call was ruled an incompletion and upheld after a replay challenge. CBS analyst and retired referee Mike Carey stated he disagreed with the call and felt the review clearly showed the pass was complete. A few plays later, on 3rd-and-10 from the 15-yard line, linebacker Von Miller knocked the ball out of Newton's hands while sacking him, and Malik Jackson recovered it in the end ",5,0.8008722496508376,1,0,0.0,0.0,0.0,0.2154036,1,0,1,0,0.0,1.0,0.0,1.0,0.8836202621459961
v1,bm25_v1+LLM,How many times did the Broncos cause turnovers in the game?,three,"The Broncos' offense was the most successful in the game, with the team's defense ranking number one in total yards allowed, passing yards allowed and sacks, and the team's defense ranking number one in total yards allowed, passing yards allowed and sacks, and the team's defense ranking number one in total","While the existence of these central government departments and the Six Ministries (which had been introduced since the Sui and Tang dynasties) gave a Sinicized image in the Yuan administration, the actual functions of these ministries also reflected how Mongolian priorities and policies reshaped and redirected those institutions. For example, the authority of the Yuan legal system, the Ministry of Justice, did not extend to legal cases involving Mongols and Semuren, who had separate courts of j",5,18.465161132453527,1,0,0.0,0.0,0.0,0.105746984,3,2,0,1,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,1.159109354019165
v1,dpr_v1+LLM,How many times did the Broncos cause turnovers in the game?,three,"The Broncos had three turnovers in the game, but they were the only team to score more than one.","The Broncos took an early lead in Super Bowl 50 and never trailed. Newton was limited by Denver's defense, which sacked him seven times and forced him into three turnovers, including a fumble which they recovered for a touchdown. Denver linebacker Von Miller was named Super Bowl MVP, recording five solo tackles, 2½ sacks, and two forced fumbles. With 4:51 left in regulation, Carolina got the ball on their own 24-yard line with a chance to mount a game-winning drive, and soon faced 3rd-and-9. On ",5,0.5840480327606201,1,0,0.1,1.8160849415439309,0.1,0.27637184,2,1,0,1,0.5,0.0,0.5,0.5,0.9366397857666016
v1,hybrid_v1+LLM,How many times did the Broncos cause turnovers in the game?,three,"The Broncos had a total of six turnovers in the game, including a fumble, a fumble recovery, and a fumble recovery. The Broncos had a total of six turnovers in the game, including a fumble, a fumble recovery, and a fumble recovery. The Broncos had a total of six turnovers in the","The Broncos took an early lead in Super Bowl 50 and never trailed. Newton was limited by Denver's defense, which sacked him seven times and forced him into three turnovers, including a fumble which they recovered for a touchdown. Denver linebacker Von Miller was named Super Bowl MVP, recording five solo tackles, 2½ sacks, and two forced fumbles. The Broncos defeated the Pittsburgh Steelers in the divisional round, 23–16, by scoring 11 points in the final three minutes of the game. They then beat",5,0.8772084972769132,1,0,0.0,0.0,0.0,0.1845797,3,1,2,0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,1.1917076110839844
v1,bm25_v1+LLM,What Denver player caused two fumbles for the Panthers?,Von Miller,"The Denver Broncos have a lot of fumbles, but they have a lot of fumbles in the NFL.","Denver took the opening kickoff and started out strong with Peyton Manning completing an 18-yard pass to tight end Owen Daniels and a 22-yard throw to receiver Andre Caldwell. A pair of carries by C. J. Anderson moved the ball up 20 yards to the Panthers 14-yard line, but Carolina's defense dug in over the next three plays. First, linebacker Shaq Thompson tackled Ronnie Hillman for a 3-yard loss. Then after an incompletion, Thomas Davis tackled Anderson for a 1-yard gain on third down, forcing D",5,13.566269278694387,1,0,0.0,0.0,0.0,0.0975598,2,0,1,1,0.0,0.5,0.5,1.0,0.9500789642333984
v1,dpr_v1+LLM,What Denver player caused two fumbles for the Panthers?,Von Miller,The following players were involved in the fumbles:,"On Carolina's next possession fullback Mike Tolbert lost a fumble while being tackled by safety Darian Stewart, which linebacker Danny Trevathan recovered on the Broncos 40-yard line. However, the Panthers soon took the ball back when defensive end Kony Ealy tipped a Manning pass to himself and then intercepted it, returning the ball 19 yards to the Panthers 39-yard line with 1:55 left on the clock. The Panthers could not gain any yards with their possession and had to punt. After a Denver punt,",5,0.6793100237846375,1,0,0.0,0.0,0.0,0.17390074,1,0,1,0,0.0,1.0,0.0,1.0,0.8560237884521484
v1,hybrid_v1+LLM,What Denver player caused two fumbles for the Panthers?,Von Miller,Brandon McManus.,"Denver took the opening kickoff and started out strong with Peyton Manning completing an 18-yard pass to tight end Owen Daniels and a 22-yard throw to receiver Andre Caldwell. A pair of carries by C. J. Anderson moved the ball up 20 yards to the Panthers 14-yard line, but Carolina's defense dug in over the next three plays. First, linebacker Shaq Thompson tackled Ronnie Hillman for a 3-yard loss. Then after an incompletion, Thomas Davis tackled Anderson for a 1-yard gain on third down, forcing D",5,0.9264180455127337,1,0,0.0,0.0,0.0,0.3930251,0,0,0,0,0.0,0.0,0.0,0.0,0.7049469947814941
